Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 61;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Набор для заправки BURSTEN Plug-n-Print ;;;;;;;;
2771512100837.0;Чернила ОСР 163 Y для картриджей HP#123, 1 kg;;1980.0;24.97;;;;;7YHO
2771512100653.0;Чернила ОСР 225 BKP для картриджей НР#934, 1 kg;;2780.0;34.47;;;;;7YHO
2771512100660.0;Чернила ОСР 225 CP для картриджей НР#934, 1 kg;;7410.0;91.87;;;;;7YHO
2771512100677.0;Чернила ОСР 225 MP для картриджей НР#934, 1 kg;;7410.0;91.87;;;;;7YHO
2771512100684.0;Чернила ОСР 225 YP для картриджей НР#934, 1 kg;;7410.0;91.87;;;;;7YHO
2771512100752.0;Чернила ОСР 226 CP для картриджей НР#953/953 XL, 1 kg;;4930.0;71.54;;;;;7YHO
2771512100769.0;Чернила ОСР 226 MP для картриджей НР#953/953 XL, 1 kg;;4930.0;71.54;;;;;7YHO
2771512100776.0;Чернила ОСР 226 YP для картриджей НР#953/953 XL, 1 kg;;4930.0;71.54;;;;;7YHO
2771512100875.0;Чернила ОСР 227 BKP для картриджей НР#903/903XL/907, 1 kg ;;4450.0;56.16;;;;;7YHO
2771512100882.0;Чернила ОСР 227 CP для картриджей НР#903/903XL, 1 kg ;;5280.0;61.68;;;;;7YHO
2771512100899.0;Чернила ОСР 227 MP для картриджей НР#903/903XL, 1 kg ;;5280.0;61.68;;;;;7YHO
2771512100905.0;Чернила ОСР 227 YP для картриджей НР#903/903XL, 1 kg ;;5280.0;61.68;;;;;7YHO
2771512100219.0;Чернила ОСР 249 BKP Pigment для картриджей HP#21,27,56,129-132,140,121,178, 1kg;;4450.0;56.16;;;;;7YHO
2771512100578.0;Чернила ОСР 260 BKP для НР, 1 kg;;4970.0;62.63;;;;;7YHO
2771512100585.0;Чернила ОСР 260 CP для НР, 1 kg;;7070.0;89.48;;;;;7YHO
2771512100592.0;Чернила ОСР 260 MP для НР, 1 kg;;7070.0;89.48;;;;;7YHO
2771512100608.0;Чернила ОСР 260 YP для НР, 1 kg;;7070.0;89.48;;;;;7YHO
2771512100110.0;Чернила ОСР 272 BKP для картриджей НР#940, 1 kg;;4490.0;56.86;;;;;7YHO
2771512100127.0;Чернила ОСР 272 CP для картриджей НР#940, 1 kg;;7810.0;98.63;;;;;7YHO
2771512100134.0;Чернила ОСР 272 MP для картриджей НР#940, 1 kg;;7810.0;98.63;;;;;7YHO
2771512100028.0;Чернила ОСР 272 YP для картриджей НР#940, 1 kg;;7810.0;98.63;;;;;7YHO
2771512100530.0;Чернила ОСР 280 BKP для картриджей HP#950/950 XL, 1kg;;3070.0;38.83;;;;;7YHO
2771512100547.0;Чернила ОСР 280 CP  для картриджей HP#951/951 XL, 1 kg;;6140.0;77.64;;;;;7YHO
2771512100554.0;Чернила ОСР 280 MP  для картриджей HP#951/951 XL, 1 kg;;6140.0;77.64;;;;;7YHO
2771512100561.0;Чернила ОСР 280 YP  для картриджей HP#951/951 XL, 1 kg;;6140.0;77.64;;;;;7YHO
2771512100455.0;Чернила ОСР 300 Y для НР, 1 кg;;1830.0;23.09;;;;;7YHO
2771512100448.0;Чернила ОСР 300 М для НР, 1 кg;;1830.0;23.09;;;;;7YHO
2771512100431.0;Чернила ОСР 300 С для НР, 1 кg;;1830.0;23.09;;;;;7YHO
2771512100622.0;Чернила ОСР 343 C для картриджей HP#655, 1 kg;;2460.0;30.99;;;;;7YHO
2771512100639.0;Чернила ОСР 343 M для картриджей HP#655, 1 kg;;2460.0;30.99;;;;;7YHO
2771512100646.0;Чернила ОСР 343 Y для картриджей HP#655, 1 kg;;2460.0;30.99;;;;;7YHO
2771512100035.0;Чернила ОСР 35 ВК для картриджей НР#45,15,84, CANON SAFE/PHOTO sets, псевдопигмент, 1 kg;;2080.0;26.2;;;;;C7YHO
2771512100097.0;Чернила ОСР 41 BKP  для картриджей HP #10,13,45,15,40,82, 1 kg;;3870.0;48.74;;;;;7YHO
2771512100318.0;Чернила ОСР 56 BK для HP #100, 1 kg;;2560.0;32.38;;;;;7YHO
2771512100233.0;Чернила ОСР 57 Y для HP, 1 kg;;2310.0;26.67;;;;;7YHO
2771512100387.0;Чернила ОСР 58 BK для HP #100, 1 kg;;2560.0;32.38;;;;;7YHO
2771512100264.0;Чернила ОСР 67 C  для HP, 1 kg;;2290.0;26.25;;;;;7YHO
2771512100257.0;Чернила ОСР 67 M для HP, 1 kg;;2290.0;26.25;;;;;7YHO
2771512100141.0;Чернила ОСР 752 Y для HP #28, #57, 1 kg;;2110.0;26.53;;;;;7YHO
2771512100158.0;Чернила ОСР 758 M для HP #28, #57, 1 kg;;2110.0;26.53;;;;;7YHO
2771512100011.0;Чернила ОСР 760 C для HP #28, #57, 1 kg;;2110.0;26.53;;;;;7YHO
2771512100363.0;Чернила ОСР 770 Y для HP, 1kg;;2250.0;28.33;;;;;7YHO
2771512100356.0;Чернила ОСР 776 M для HP, 1 kg;;2250.0;28.33;;;;;7YHO
2771512100370.0;Чернила ОСР 780 C для HP, 1 kg;;2250.0;28.33;;;;;7YHO
2771512100226.0;Чернила ОСР 89 BKP для НР, 1 кg;;3700.0;46.63;;;;;7YHO
2771512100165.0;Чернила ОСР 90 BK для картриджей HP Viv #1771 kg;;2480.0;31.25;;;;;7YHO
2771512100462.0;Чернила ОСР 9142 BKР Matte Black для картриджей HP, 1 kg;;7220.0;91.54;;;;;7YHO
2771512100493.0;Чернила ОСР 9142 C для картриджей HP 72, 1 kg;;4540.0;57.22;;;;;7YHO
2771512100509.0;Чернила ОСР 9142 M  для картриджей HP, 1 kg;;4540.0;57.22;;;;;7YHO
2771512100516.0;Чернила ОСР 9142 Y  для картриджей HP, 1 kg;;4540.0;57.22;;;;;7YHO
2771512100691.0;Чернила ОСР 9151 BKP Matte Black для картриджей HP#761, 1 kg;;5630.0;65.86;;;;;7YHO
2771512100721.0;Чернила ОСР 9151 C для картриджей HP#761, 1 kg;;3510.0;41.12;;;;;7YHO
2771512100714.0;Чернила ОСР 9151 M для картриджей HP#761, 1 kg;;3510.0;41.12;;;;;7YHO
2771512100707.0;Чернила ОСР 9151 Y для картриджей HP#761, 1 kg;;3510.0;41.12;;;;;7YHO
2771512100738.0;Чернила ОСР 9152 BK Grey для картриджей HP#761, 1 kg;;3280.0;38.36;;;;;7YHO
2771512100479.0;Чернила ОСР 9154 BK Photo Black для картриджей HP 72, 1 kg;;4700.0;54.04;;;;;7YHO
2771512100486.0;Чернила ОСР 9155 ВК Grey для картриджей HP 72, 1 kg;;4700.0;54.04;;;;;7YHO
2771512100745.0;Чернила ОСР 9163 BK Dark Grey для картриджей HP#761, 1 kg;;3280.0;38.36;;;;;7YHO
2771512100172.0;Чернила ОСР 93 C  для картриджей HP Viv 177, 1 kg;;2170.0;27.35;;;;;7YHO
2771512100189.0;Чернила ОСР 93 M для картриджей HP Viv 177, 1 kg;;2170.0;27.35;;;;;7YHO
2771512100196.0;Чернила ОСР 93 Y для картриджей HP Viv #177, 1 kg;;2170.0;27.35;;;;;7YHO
2771512100325.0;Чернила ОСР 94 CL для картриджей HP Viv #177, 1 kg;;1860.0;23.43;;;;;7YHO
2771512100202.0;Чернила ОСР 94 ML  для картриджей HP Viv 177, 1 kg;;1860.0;23.43;;;;;7YHO
;ОСР спецжидкости 1 kg;;;;;;;;
2771302110053.0;OCP CCF - жидкость для промывки СНПЧ (светло-голубая), 1 kg;;860.0;11.35;;;;;YOAS
2771302110046.0;OCP CFR промывочные жидкость  (красная), 1 kg;;490.0;6.23;;;;;YOS
2771302110060.0;OCP CRS - сервисная жидкость ОСР (1:3), 1 kg;;1870.0;24.8;;;;;YOS
2771302110084.0;OCP ECI, Epson Cleaning Ink-жидкость для реанимации печатающих головок принтеров EPSON (синяя), 1 kg;;760.0;9.9;;;;;YEOS
2771302110022.0;OCP LCF III, Lexmark Cleaning Fluid - жидкость для отмачивания пигментных чернил (бесцветная), 1 kg;;1480.0;19.47;;;;;7YOS
2771302110039.0;OCP NRC, Nozzle Rocket colourless - отмачивающая жидкость ОСР (бесцветная), 1 kg;;740.0;9.57;;;;;YOS
2771302110077.0;OCP PIW, Pure Ink Water - промышленно очищенная вода ОСР (бесцветная), 1 kg;;490.0;6.23;;;;;YOS
2771302110015.0;OCP RSL, Rinse Solution Liquid- базовая сервисная жидкость ОСР (желтого цвета), 1 kg;;490.0;6.23;;;;;YOS
;Заправочные комплекты ОСР;;;;;;;;
;Заправочные комплекты ОСР для CANON;;;;;;;;
2773011160022.0;Заправочный комплект OCP для CANON CL-38/41 COLOR  (C/M/Y 795) 3х5 мл;;330.0;2.84;;;;;CO5
2773011160046.0;Заправочный комплект OCP для CANON CL-441/441XL COLOR  (C/M/Y 710) 3х5 мл;;330.0;2.84;;;;;CO5
2773011160053.0;Заправочный комплект OCP для CANON CL-446/446XL, CL-56 COLOR  (C/M/Y 136) 3х5 мл;;330.0;2.84;;;;;CO5
2773011160039.0;Заправочный комплект OCP для CANON CL-511/513 COLOR  (C/M/Y 712) 3х5 мл;;330.0;2.84;;;;;CO5
2773011160015.0;Заправочный комплект OCP для CANON PG-37/40/50/510/512 BLACK (BKP 44) 3х5 мл;;390.0;3.33;;;;;CO5
;Заправочные комплекты ОСР для HP;;;;;;;;
2770112160043.0;Заправочный комплект OCP для HP 123 COLOR (C/M/Y 163) 3х5 мл;;330.0;2.84;;;;;HO5
2770112160074.0;Заправочный комплект OCP для HP 178/920 COLOR (C/M/Y 143) 3х5 мл;;330.0;2.84;;;;;HO5
2770112160012.0;Заправочный комплект OCP для HP 21,27,56,129-132,140,121,178 BLACK Pigment (BKP 249) 3х5 мл;;390.0;3.33;;;;;HO5
2770112160029.0;Заправочный комплект OCP для HP 22,28,57,78,140,141,650 COLOR (C760/M758/Y752) 3х5 мл;;330.0;2.84;;;;;HO5
2770112160036.0;Заправочный комплект OCP для HP 61,122,301,802A COLOR (C/M/Y 300) 3х5 мл;;330.0;2.84;;;;;HO5
2770112160067.0;Заправочный комплект OCP для HP 650 COLOR (C/M/Y 149) 3х5 мл;;330.0;2.84;;;;;HO5
2770112160050.0;Заправочный комплект OCP для HP 652 COLOR (C/M/Y 162) 3х5 мл;;330.0;2.84;;;;;HO5
2770112160081.0;Заправочный комплект OCP для HP 655 COLOR (C/M/Y 343) 3х5 мл;;330.0;2.84;;;;;HO5
;ОСР для широкоформатных принтеров;;;;;;;;
;0,5 kg;;;;;;;;
2773205121068.0;Комплект чернил ОСР для CAN Prograf PFI-102 (BKP 44, BK 797, C133, M/Y122), 500 g x5 ;;9110.0;102.32;;;;;C7XO
2773205120900.0;Комплект чернил ОСР для EPS 11880 (ВКP202/203/201/200,СP200,CPL201,YP200,MP209,MPL210), 500 g x9;;27860.0;321.16;;;;;7XEO
2773205121099.0;Комплект чернил ОСР для EPS 4000,7600, 9600 (ВКP201/202,СP200,CPL201,YP200,MP200,MPL201), 500 g x7;;21740.0;248.09;;;;;7XEO
2773205121075.0;Комплект чернил ОСР для EPS 7700/ 9700 (ВКP202/203,СP200,MP209,YP200), 500 g x5;;18250.0;205.71;;;;;7XEO
2773205121105.0;Комплект чернил ОСР для EPS Pro 9400 (ВКP203,СP200,YP200,MP200), 500 g x4;;13970.0;160.44;;;;;7XEO
2773205121112.0;Комплект чернил ОСР для HP T7100/T7200  #761 (BKP9151, BK 9152, C/M/Y9151, Grey 9163), 500g x6;;13140.0;147.72;;;;;7HO
2772903110749.0;Чернила ОСР 9151 BKP Matte Black для картриджей HP #761, 500 g;;3510.0;36.59;;;;;7XHO
2772903110770.0;Чернила ОСР 9151 C для картриджей HP #761, 500 g;;2190.0;22.84;;;;;7XHO
2772903110763.0;Чернила ОСР 9151 M для картриджей HP #761, 500 g;;2190.0;22.84;;;;;7XHO
2772903110756.0;Чернила ОСР 9151 Y для картриджей HP #761, 500 g;;2190.0;22.84;;;;;7XHO
2772903110787.0;Чернила ОСР 9152 BK Grey для картриджей HP #761, 500 g;;2050.0;21.31;;;;;7XHO
2772903110794.0;Чернила ОСР 9163 BK Dark Grey для картриджей HP #761, 500 g;;2050.0;21.31;;;;;7XHO
;1 kg;;;;;;;;
2770902151091.0;Комплект чернил ОСР для CAN Prograf PFI-102 (BKP 44, BK 797, C133, M/Y122), 1 kg x5 ;;18220.0;205.07;;;;;C7YO
2770902150902.0;Комплект чернил ОСР для EPS 11880 (ВКP202/203/201/200,СP200,CPL201,YP200,MP209,MPL210), 1 kg x9;;49280.0;642.34;;;;;7YEO
2770902151107.0;Комплект чернил ОСР для EPS 4000,7600, 9600 (ВКP201/202,СP200,CPL201,YP200,MP200,MPL201), 1 kg x7;;44040.0;496.18;;;;;7YEO
2770902151084.0;Комплект чернил ОСР для EPS 7700/ 9700 (ВКP202/203,СP200,MP209,YP200), 1kg x5;;36510.0;411.43;;;;;7YEO
2770902151114.0;Комплект чернил ОСР для EPS Pro 9400 (ВКP203,СP200,YP200,MP200), 1 kg x4;;28470.0;320.89;;;;;7YEO
2770902151121.0;Комплект чернил ОСР для HP T7100/T7200  #761 (BKP9151, BK 9152, C/M/Y9151, Grey 9163), 1 kg x6;;28320.0;295.46;;;;;7YHO
2771512100691.0;Чернила ОСР 9151 BKP Matte Black для картриджей HP #761, 1 kg;;7020.0;73.17;;;;;7YHO
2771512100721.0;Чернила ОСР 9151 C для картриджей HP #761, 1 kg;;4380.0;45.68;;;;;7YHO
2771512100714.0;Чернила ОСР 9151 M для картриджей HP #761, 1 kg;;4380.0;45.68;;;;;7YHO
2771512100707.0;Чернила ОСР 9151 Y для картриджей HP #761, 1 kg;;4380.0;45.68;;;;;7YHO
2771512100738.0;Чернила ОСР 9152 BK Grey для картриджей HP #761, 1 kg;;4100.0;42.62;;;;;7YHO
2771512100745.0;Чернила ОСР 9163 BK Dark Grey для картриджей HP #761, 1 kg;;4100.0;42.62;;;;;7YHO
Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 61;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Чернила OCP;;;;;;;;
;Сублимационные чернила OCP ;;;;;;;;
;Спецжидкости для сублимационных чернил 0,1 kg;;;;;;;;
2770908100642.0;OCP TICS - промывочная жидкость для сублимационных чернил универсальная, 100 g;;150.0;1.7;;;;;7ZVOS
2770908100659.0;OCP TICSP (TICS-print) – чистящая жидкость для сублимационных чернил универсальная, 100 g;;150.0;1.7;;;;;7ZVOS
;Спецжидкости для сублимационных чернил 0,5 kg;;;;;;;;
2770908100666.0;OCP TICS - промывочная жидкость для сублимационных чернил универсальная, 500 g;;680.0;8.0;;;;;7ZXOS
2770908100673.0;OCP TICSP (TICS-print) – чистящая жидкость для сублимационных чернил универсальная, 500 g;;680.0;8.0;;;;;7ZXOS
;Сублимационные чернила OCP 0,1 kg;;;;;;;;
2771002140336.0;Комплект сублимационных чернил OCP Stella DX, 100 мл x4 ;;2200.0;26.8;;;;;7ZVO
2771002140343.0;Комплект сублимационных чернил OCP Stella DX, 100 мл x6 ;;3300.0;40.2;;;;;7ZVO
2770908100550.0;Сублимационные чернила OCP Stella DX Black, 100 g;;550.0;6.7;;;;;7ZVO
2770908100567.0;Сублимационные чернила OCP Stella DX Cyan light, 100 g;;550.0;6.7;;;;;7ZVO
2770908100529.0;Сублимационные чернила OCP Stella DX Cyan, 100 g;;550.0;6.7;;;;;7ZVO
2770908100574.0;Сублимационные чернила OCP Stella DX Magenta light, 100 g;;550.0;6.7;;;;;7ZVO
2770908100536.0;Сублимационные чернила OCP Stella DX Magenta, 100 g;;550.0;6.7;;;;;7ZVO
2770908100543.0;Сублимационные чернила OCP Stella DX Yellow, 100 g;;550.0;6.7;;;;;7ZVO
;Сублимационные чернила OCP 0.25 kg;;;;;;;;
2771406180013.0;Комплект сублимационных чернил OCP Stella DX, 250 мл x4 ;;5400.0;66.8;;;;;7ZWO
2771406180020.0;Комплект сублимационных чернил OCP Stella DX, 250 мл x6 ;;8100.0;100.2;;;;;7ZWO
2770908100611.0;Сублимационные чернила OCP Stella DX Black, 250 g;;1350.0;16.7;;;;;7ZWO
2770908100628.0;Сублимационные чернила OCP Stella DX Cyan light, 250 g;;1350.0;16.7;;;;;7ZWO
2770908100581.0;Сублимационные чернила OCP Stella DX Cyan, 250 g;;1350.0;16.7;;;;;7ZWO
2770908100635.0;Сублимационные чернила OCP Stella DX Magenta light, 250 g;;1350.0;16.7;;;;;7ZWO
2770908100598.0;Сублимационные чернила OCP Stella DX Magenta, 250 g;;1350.0;16.7;;;;;7ZWO
2770908100604.0;Сублимационные чернила OCP Stella DX Yellow, 250 g;;1350.0;16.7;;;;;7ZWO
Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 63;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Чернила BURSTEN New;;;;;;;;
;BURSTEN New  0.1 kg;;;;;;;;
;BURSTEN New для CANON 0.1 kg;;;;;;;;
2777112750052.0;Комплект чернил BURSTEN (BKP/BK/C/M/Y)  для CAN со встроенной ПГ, 100 gr х5;;830.0;8.89;;;;;BC7V
2777112750014.0;Комплект чернил BURSTEN (BКP/C/M/Y)  для CAN со встроенной ПГ, 100 gr х4;;660.0;7.1;;;;;BC7V
2771808160088.0;Чернила BURSTEN BLACK Pigment для CAN со встроенной ПГ, 100 gr (ВКР 407);;180.0;1.94;;;;;BC7V
2771808160057.0;Чернила BURSTEN CYAN для CAN со встроенной ПГ, 100 gr;;160.0;1.72;;;;;BC7V
2771808160064.0;Чернила BURSTEN MAGENTA для CAN со встроенной ПГ, 100 gr;;160.0;1.72;;;;;BC7V
2771808160156.0;Чернила BURSTEN PHOTO BLACK для CAN со встроенной ПГ, 100 gr (ВК 409);;170.0;1.8;;;;;BC7V
2771808160071.0;Чернила BURSTEN YELLOW для CAN со встроенной ПГ, 100 gr;;160.0;1.72;;;;;BC7V
;BURSTEN New для EPSON 0.1 kg;;;;;;;;
2777112750090.0;Комплект чернил BURSTEN (BК/C/LC/M/LM/Y/)  для EPS, 100 gr х6;;990.0;10.8;;;;;B7VE
2777112750076.0;Комплект чернил BURSTEN (BК/C/M/Y)  для EPS, 100 gr х4;;660.0;7.2;;;;;B7VE
2771808160125.0;Чернила BURSTEN BLACK для EPS водорастворимые, 100 gr;;165.0;1.8;;;;;B7VE
2771808160095.0;Чернила BURSTEN CYAN для EPS водорастворимые, 100 gr;;165.0;1.8;;;;;B7VE
2771808160132.0;Чернила BURSTEN LIGHT CYAN для EPS водорастворимые, 100 gr;;165.0;1.8;;;;;B7VE
2771808160149.0;Чернила BURSTEN LIGHT MAGENTA для EPS водорастворимые, 100 gr;;165.0;1.8;;;;;B7VE
2771808160101.0;Чернила BURSTEN MAGENTA для EPS водорастворимые, 100 gr;;165.0;1.8;;;;;B7VE
2771808160118.0;Чернила BURSTEN YELLOW для EPS водорастворимые, 100 gr;;165.0;1.8;;;;;B7VE
;BURSTEN New для HP 0.1 kg;;;;;;;;
2777112750038.0;Комплект чернил BURSTEN (BКP/C/M/Y)  для HP со встроенной ПГ, 100 gr х4;;660.0;7.1;;;;;B7VH
2771808160040.0;Чернила BURSTEN BLACK Pigment для HP со встроенной ПГ, 100 gr;;180.0;1.94;;;;;B7VH
2771808160019.0;Чернила BURSTEN CYAN для HP со встроенной ПГ, 100 gr;;160.0;1.72;;;;;B7VH
2771808160026.0;Чернила BURSTEN MAGENTA для HP со встроенной ПГ, 100 gr;;160.0;1.72;;;;;B7VH
2771808160033.0;Чернила BURSTEN YELLOW для HP со встроенной ПГ, 100 gr;;160.0;1.72;;;;;B7VH
;BURSTEN New  1 kg;;;;;;;;
;BURSTEN New для CANON  1 kg;;;;;;;;
2777112750069.0;Комплект чернил BURSTEN (BKP/BK/C/M/Y)  для CAN со встроенной ПГ, 1 kg х5;;6760.0;72.76;;;;;BC7Y
2777112750021.0;Комплект чернил BURSTEN (BКP/C/M/Y)  для CAN со встроенной ПГ, 1 kg х4;;5280.0;56.74;;;;;BC7Y
